,zip,year,month,datetime,City,State,Metro,CountyName,year-month,zri_x,zri_y
8277,2905,2019,10,2019-10-01,Cranston,RI,Providence-Warwick,Providence County,2019-10,1279.3250962678385,1308.0
8278,2905,2019,11,2019-11-01,Cranston,RI,Providence-Warwick,Providence County,2019-11,1278.3290911342401,1312.9999999999998
8279,2905,2019,12,2019-12-01,Cranston,RI,Providence-Warwick,Providence County,2019-12,1278.418579720219,1322.0
8340,2906,2019,1,2019-01-01,Providence,RI,Providence-Warwick,Providence County,2019-01,1565.0424661134102,1551.0
8341,2906,2019,2,2019-02-01,Providence,RI,Providence-Warwick,Providence County,2019-02,1563.5313968051923,1556.0
8342,2906,2019,3,2019-03-01,Providence,RI,Providence-Warwick,Providence County,2019-03,1561.0253090779056,1569.0
8343,2906,2019,4,2019-04-01,Providence,RI,Providence-Warwick,Providence County,2019-04,1560.4599810229029,1583.0
8344,2906,2019,5,2019-05-01,Providence,RI,Providence-Warwick,Providence County,2019-05,1559.807018869565,1587.0
8345,2906,2019,6,2019-06-01,Providence,RI,Providence-Warwick,Providence County,2019-06,1559.7075240154857,1589.0
8346,2906,2019,7,2019-07-01,Providence,RI,Providence-Warwick,Providence County,2019-07,1559.9710659168193,1583.9999999999998
8347,2906,2019,8,2019-08-01,Providence,RI,Providence-Warwick,Providence County,2019-08,1560.6294490529085,1581.0
8348,2906,2019,9,2019-09-01,Providence,RI,Providence-Warwick,Providence County,2019-09,1561.2920804675027,1569.0
8349,2906,2019,10,2019-10-01,Providence,RI,Providence-Warwick,Providence County,2019-10,1561.695874534444,1545.0
8350,2906,2019,11,2019-11-01,Providence,RI,Providence-Warwick,Providence County,2019-11,1561.6852257342937,1531.0
8351,2906,2019,12,2019-12-01,Providence,RI,Providence-Warwick,Providence County,2019-12,1561.5400033984167,1528.0
8412,2907,2019,1,2019-01-01,Providence,RI,Providence-Warwick,Providence County,2019-01,1258.00703101218,1252.0
8413,2907,2019,2,2019-02-01,Providence,RI,Providence-Warwick,Providence County,2019-02,1259.1466316790754,1252.0
8414,2907,2019,3,2019-03-01,Providence,RI,Providence-Warwick,Providence County,2019-03,1261.3842666578803,1254.0
8415,2907,2019,4,2019-04-01,Providence,RI,Providence-Warwick,Providence County,2019-04,1262.4336265056663,1255.0
8416,2907,2019,5,2019-05-01,Providence,RI,Providence-Warwick,Providence County,2019-05,1261.7708072943135,1253.0
8417,2907,2019,6,2019-06-01,Providence,RI,Providence-Warwick,Providence County,2019-06,1260.0164530186887,1250.0
8418,2907,2019,7,2019-07-01,Providence,RI,Providence-Warwick,Providence County,2019-07,1259.498323769187,1250.0
8419,2907,2019,8,2019-08-01,Providence,RI,Providence-Warwick,Providence County,2019-08,1260.0504719827727,1257.0
8420,2907,2019,9,2019-09-01,Providence,RI,Providence-Warwick,Providence County,2019-09,1260.8407908491713,1266.0
8421,2907,2019,10,2019-10-01,Providence,RI,Providence-Warwick,Providence County,2019-10,1260.976656567599,1285.0
8422,2907,2019,11,2019-11-01,Providence,RI,Providence-Warwick,Providence County,2019-11,1260.6645230199601,1304.0
8423,2907,2019,12,2019-12-01,Providence,RI,Providence-Warwick,Providence County,2019-12,1260.2693121773596,1271.0
8484,2908,2019,1,2019-01-01,Providence,RI,Providence-Warwick,Providence County,2019-01,1275.5894550257362,1261.0
8485,2908,2019,2,2019-02-01,Providence,RI,Providence-Warwick,Providence County,2019-02,1277.5293753336873,1260.0
8486,2908,2019,3,2019-03-01,Providence,RI,Providence-Warwick,Providence County,2019-03,1280.2153457503812,1269.0
8487,2908,2019,4,2019-04-01,Providence,RI,Providence-Warwick,Providence County,2019-04,1279.9377090884495,1277.0
8488,2908,2019,5,2019-05-01,Providence,RI,Providence-Warwick,Providence County,2019-05,1278.4061356735992,1282.0
8489,2908,2019,6,2019-06-01,Providence,RI,Providence-Warwick,Providence County,2019-06,1277.3438958640584,1286.0
8490,2908,2019,7,2019-07-01,Providence,RI,Providence-Warwick,Providence County,2019-07,1277.3524182568535,1292.0
8491,2908,2019,8,2019-08-01,Providence,RI,Providence-Warwick,Providence County,2019-08,1277.7998934265024,1290.0
8492,2908,2019,9,2019-09-01,Providence,RI,Providence-Warwick,Providence County,2019-09,1278.5665630475794,1285.0
8493,2908,2019,10,2019-10-01,Providence,RI,Providence-Warwick,Providence County,2019-10,1278.4028185217674,1294.0
8494,2908,2019,11,2019-11-01,Providence,RI,Providence-Warwick,Providence County,2019-11,1278.3067116955106,1306.0
8495,2908,2019,12,2019-12-01,Providence,RI,Providence-Warwick,Providence County,2019-12,1278.1785222690012,1327.0
8556,2909,2019,1,2019-01-01,Providence,RI,Providence-Warwick,Providence County,2019-01,1254.4022211241197,1234.0
8557,2909,2019,2,2019-02-01,Providence,RI,Providence-Warwick,Providence County,2019-02,1252.2388363208017,1232.0
8558,2909,2019,3,2019-03-01,Providence,RI,Providence-Warwick,Providence County,2019-03,1250.6752823965717,1238.0
8559,2909,2019,4,2019-04-01,Providence,RI,Providence-Warwick,Providence County,2019-04,1250.0202703817304,1245.0
8560,2909,2019,5,2019-05-01,Providence,RI,Providence-Warwick,Providence County,2019-05,1250.811223559046,1248.0
8561,2909,2019,6,2019-06-01,Providence,RI,Providence-Warwick,Providence County,2019-06,1252.0966941536785,1254.0
8562,2909,2019,7,2019-07-01,Providence,RI,Providence-Warwick,Providence County,2019-07,1253.770429378221,1262.0
8563,2909,2019,8,2019-08-01,Providence,RI,Providence-Warwick,Providence County,2019-08,1254.6333482321213,1264.0
8564,2909,2019,9,2019-09-01,Providence,RI,Providence-Warwick,Providence County,2019-09,1254.7214185655566,1264.0
8565,2909,2019,10,2019-10-01,Providence,RI,Providence-Warwick,Providence County,2019-10,1254.4463461338003,1299.0
8566,2909,2019,11,2019-11-01,Providence,RI,Providence-Warwick,Providence County,2019-11,1253.438634091975,1303.0
8567,2909,2019,12,2019-12-01,Providence,RI,Providence-Warwick,Providence County,2019-12,1252.8061861818755,1305.0
8628,2910,2019,1,2019-01-01,Cranston,RI,Providence-Warwick,Providence County,2019-01,1220.4331130631447,1205.0
8629,2910,2019,2,2019-02-01,Cranston,RI,Providence-Warwick,Providence County,2019-02,1224.279608753972,1206.0
8630,2910,2019,3,2019-03-01,Cranston,RI,Providence-Warwick,Providence County,2019-03,1225.3933572782712,1212.0
8631,2910,2019,4,2019-04-01,Cranston,RI,Providence-Warwick,Providence County,2019-04,1226.6937604347766,1218.0
8632,2910,2019,5,2019-05-01,Cranston,RI,Providence-Warwick,Providence County,2019-05,1228.1829050746212,1226.0
8633,2910,2019,6,2019-06-01,Cranston,RI,Providence-Warwick,Providence County,2019-06,1228.671414102134,1232.0
8634,2910,2019,7,2019-07-01,Cranston,RI,Providence-Warwick,Providence County,2019-07,1228.909472140588,1236.0
8635,2910,2019,8,2019-08-01,Cranston,RI,Providence-Warwick,Providence County,2019-08,1229.118771317883,1236.0
8636,2910,2019,9,2019-09-01,Cranston,RI,Providence-Warwick,Providence County,2019-09,1229.1523408816452,1238.0
8637,2910,2019,10,2019-10-01,Cranston,RI,Providence-Warwick,Providence County,2019-10,1229.1291089314702,1255.0
8638,2910,2019,11,2019-11-01,Cranston,RI,Providence-Warwick,Providence County,2019-11,1229.0864514361729,1274.0000000000002
8639,2910,2019,12,2019-12-01,Cranston,RI,Providence-Warwick,Providence County,2019-12,1229.1137966323527,1257.0
8700,2914,2019,1,2019-01-01,East Providence,RI,Providence-Warwick,Providence County,2019-01,1267.6688812190584,1252.0
8701,2914,2019,2,2019-02-01,East Providence,RI,Providence-Warwick,Providence County,2019-02,1271.5068859353769,1253.0
8702,2914,2019,3,2019-03-01,East Providence,RI,Providence-Warwick,Providence County,2019-03,1274.6435658034368,1259.0
8703,2914,2019,4,2019-04-01,East Providence,RI,Providence-Warwick,Providence County,2019-04,1276.64092538812,1270.0
8704,2914,2019,5,2019-05-01,East Providence,RI,Providence-Warwick,Providence County,2019-05,1277.9334529810799,1288.0000000000002
8705,2914,2019,6,2019-06-01,East Providence,RI,Providence-Warwick,Providence County,2019-06,1277.960963232466,1300.0
8706,2914,2019,7,2019-07-01,East Providence,RI,Providence-Warwick,Providence County,2019-07,1277.045705786588,1301.9999999999998
8707,2914,2019,8,2019-08-01,East Providence,RI,Providence-Warwick,Providence County,2019-08,1276.4708992024057,1303.0
8708,2914,2019,9,2019-09-01,East Providence,RI,Providence-Warwick,Providence County,2019-09,1276.4834084521628,1294.0
8709,2914,2019,10,2019-10-01,East Providence,RI,Providence-Warwick,Providence County,2019-10,1276.7168176682237,1304.5
8710,2914,2019,11,2019-11-01,East Providence,RI,Providence-Warwick,Providence County,2019-11,1276.9451301506292,1315.0
8711,2914,2019,12,2019-12-01,East Providence,RI,Providence-Warwick,Providence County,2019-12,1277.4008793185535,1319.0
8772,2920,2019,1,2019-01-01,Cranston,RI,Providence-Warwick,Providence County,2019-01,1241.8279857078703,1229.0
8773,2920,2019,2,2019-02-01,Cranston,RI,Providence-Warwick,Providence County,2019-02,1244.0535406462513,1231.0
8774,2920,2019,3,2019-03-01,Cranston,RI,Providence-Warwick,Providence County,2019-03,1245.2653201783262,1238.0
8775,2920,2019,4,2019-04-01,Cranston,RI,Providence-Warwick,Providence County,2019-04,1246.6136527775946,1246.0
8776,2920,2019,5,2019-05-01,Cranston,RI,Providence-Warwick,Providence County,2019-05,1247.0602056382718,1253.0
8777,2920,2019,6,2019-06-01,Cranston,RI,Providence-Warwick,Providence County,2019-06,1247.896972986949,1259.0
8778,2920,2019,7,2019-07-01,Cranston,RI,Providence-Warwick,Providence County,2019-07,1249.991897398853,1262.0
8779,2920,2019,8,2019-08-01,Cranston,RI,Providence-Warwick,Providence County,2019-08,1251.6025382355754,1261.0
8780,2920,2019,9,2019-09-01,Cranston,RI,Providence-Warwick,Providence County,2019-09,1253.9758401533372,1264.0
8781,2920,2019,10,2019-10-01,Cranston,RI,Providence-Warwick,Providence County,2019-10,1255.6351076853039,1296.0
8782,2920,2019,11,2019-11-01,Cranston,RI,Providence-Warwick,Providence County,2019-11,1256.774210924893,1325.0
8783,2920,2019,12,2019-12-01,Cranston,RI,Providence-Warwick,Providence County,2019-12,1258.9989118635622,1313.0
8844,3038,2019,1,2019-01-01,Derry,NH,Boston-Cambridge-Newton,Rockingham County,2019-01,1366.8009373897573,1366.0
8845,3038,2019,2,2019-02-01,Derry,NH,Boston-Cambridge-Newton,Rockingham County,2019-02,1369.731231041175,1365.0
8846,3038,2019,3,2019-03-01,Derry,NH,Boston-Cambridge-Newton,Rockingham County,2019-03,1372.0519950407834,1355.0
8847,3038,2019,4,2019-04-01,Derry,NH,Boston-Cambridge-Newton,Rockingham County,2019-04,1372.4351710523426,1348.0
8848,3038,2019,5,2019-05-01,Derry,NH,Boston-Cambridge-Newton,Rockingham County,2019-05,1372.4738373090358,1350.0
8849,3038,2019,6,2019-06-01,Derry,NH,Boston-Cambridge-Newton,Rockingham County,2019-06,1372.1236617617008,1359.0
8850,3038,2019,7,2019-07-01,Derry,NH,Boston-Cambridge-Newton,Rockingham County,2019-07,1371.9405974320082,1365.0
8851,3038,2019,8,2019-08-01,Derry,NH,Boston-Cambridge-Newton,Rockingham County,2019-08,1372.309746205591,1382.0
8852,3038,2019,9,2019-09-01,Derry,NH,Boston-Cambridge-Newton,Rockingham County,2019-09,1372.6560243873719,1393.0
8853,3038,2019,10,2019-10-01,Derry,NH,Boston-Cambridge-Newton,Rockingham County,2019-10,1372.754514772816,1408.0
8854,3038,2019,11,2019-11-01,Derry,NH,Boston-Cambridge-Newton,Rockingham County,2019-11,1372.485003320852,1420.0
8855,3038,2019,12,2019-12-01,Derry,NH,Boston-Cambridge-Newton,Rockingham County,2019-12,1372.253686031145,1405.0000000000002
8916,3060,2019,1,2019-01-01,Nashua,NH,Manchester-Nashua,Hillsborough County,2019-01,1448.9913160776402,1436.0
8917,3060,2019,2,2019-02-01,Nashua,NH,Manchester-Nashua,Hillsborough County,2019-02,1453.096332450691,1443.0
8918,3060,2019,3,2019-03-01,Nashua,NH,Manchester-Nashua,Hillsborough County,2019-03,1454.7913425401528,1447.9999999999998
8919,3060,2019,4,2019-04-01,Nashua,NH,Manchester-Nashua,Hillsborough County,2019-04,1455.1234297661267,1449.9999999999998
8920,3060,2019,5,2019-05-01,Nashua,NH,Manchester-Nashua,Hillsborough County,2019-05,1455.8358334417742,1449.9999999999998
8921,3060,2019,6,2019-06-01,Nashua,NH,Manchester-Nashua,Hillsborough County,2019-06,1457.1849405685357,1447.9999999999998
8922,3060,2019,7,2019-07-01,Nashua,NH,Manchester-Nashua,Hillsborough County,2019-07,1458.0955563133207,1447.9999999999998
8923,3060,2019,8,2019-08-01,Nashua,NH,Manchester-Nashua,Hillsborough County,2019-08,1459.2855775917321,1453.0
8924,3060,2019,9,2019-09-01,Nashua,NH,Manchester-Nashua,Hillsborough County,2019-09,1460.9779308049433,1465.0
8925,3060,2019,10,2019-10-01,Nashua,NH,Manchester-Nashua,Hillsborough County,2019-10,1462.2936399001085,1501.5
8926,3060,2019,11,2019-11-01,Nashua,NH,Manchester-Nashua,Hillsborough County,2019-11,1463.3340476808557,1538.0
8927,3060,2019,12,2019-12-01,Nashua,NH,Manchester-Nashua,Hillsborough County,2019-12,1464.8133015161002,1539.0
8988,3102,2019,1,2019-01-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-01,1311.5864466279018,1304.0
8989,3102,2019,2,2019-02-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-02,1317.4737258757607,1313.0
8990,3102,2019,3,2019-03-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-03,1319.7121573903698,1323.0
8991,3102,2019,4,2019-04-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-04,1320.7965955911905,1328.0
8992,3102,2019,5,2019-05-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-05,1322.7764190259954,1332.0
8993,3102,2019,6,2019-06-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-06,1323.7096317307285,1336.0
8994,3102,2019,7,2019-07-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-07,1328.3678627607844,1337.0
8995,3102,2019,8,2019-08-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-08,1333.1875032653115,1337.0
8996,3102,2019,9,2019-09-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-09,1336.387079365895,1344.0
8997,3102,2019,10,2019-10-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-10,1337.8324175992666,1362.0
8998,3102,2019,11,2019-11-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-11,1337.6512000694086,1387.0
8999,3102,2019,12,2019-12-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-12,1335.8394455042762,1391.0
9060,3103,2019,1,2019-01-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-01,1287.5145325779674,1280.0
9061,3103,2019,2,2019-02-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-02,1292.2083591479834,1281.0
9062,3103,2019,3,2019-03-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-03,1291.5392990634439,1278.0
9063,3103,2019,4,2019-04-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-04,1290.862190684265,1282.0
9064,3103,2019,5,2019-05-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-05,1287.2161516871508,1284.0
9065,3103,2019,6,2019-06-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-06,1284.8557088807531,1288.0
9066,3103,2019,7,2019-07-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-07,1282.6126273597386,1295.0
9067,3103,2019,8,2019-08-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-08,1282.137619635941,1302.0
9068,3103,2019,9,2019-09-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-09,1282.9913471717525,1309.0
9069,3103,2019,10,2019-10-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-10,1283.9175554531955,1316.0
9070,3103,2019,11,2019-11-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-11,1284.0173894913776,1322.0
9071,3103,2019,12,2019-12-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-12,1283.3062036885153,1327.0
9132,3104,2019,1,2019-01-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-01,1300.0614660911976,1289.0
9133,3104,2019,2,2019-02-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-02,1300.0816887921405,1281.0
9134,3104,2019,3,2019-03-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-03,1300.6286972892403,1275.0
9135,3104,2019,4,2019-04-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-04,1300.6339003536684,1274.0
9136,3104,2019,5,2019-05-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-05,1300.4225782115095,1271.0
9137,3104,2019,6,2019-06-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-06,1300.206662245512,1274.0
9138,3104,2019,7,2019-07-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-07,1300.1084140938126,1282.0
9139,3104,2019,8,2019-08-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-08,1300.1331062935856,1294.0
9140,3104,2019,9,2019-09-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-09,1300.2468343646724,1304.0
9141,3104,2019,10,2019-10-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-10,1300.3150659509931,1321.0
9142,3104,2019,11,2019-11-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-11,1300.3374842606256,1324.0
9143,3104,2019,12,2019-12-01,Manchester,NH,Manchester-Nashua,Hillsborough County,2019-12,1300.3225664517731,1324.0
9204,3301,2019,1,2019-01-01,Concord,NH,Concord,Merrimack County,2019-01,1325.6340825637544,1311.0
9205,3301,2019,2,2019-02-01,Concord,NH,Concord,Merrimack County,2019-02,1336.9773351203796,1304.0
9206,3301,2019,3,2019-03-01,Concord,NH,Concord,Merrimack County,2019-03,1343.839513636588,1300.0
9207,3301,2019,4,2019-04-01,Concord,NH,Concord,Merrimack County,2019-04,1348.096365098699,1290.0
9208,3301,2019,5,2019-05-01,Concord,NH,Concord,Merrimack County,2019-05,1350.9582611370276,1283.0
9209,3301,2019,6,2019-06-01,Concord,NH,Concord,Merrimack County,2019-06,1352.2061371055534,1303.0
9210,3301,2019,7,2019-07-01,Concord,NH,Concord,Merrimack County,2019-07,1353.657037802394,1335.0
9211,3301,2019,8,2019-08-01,Concord,NH,Concord,Merrimack County,2019-08,1354.7282749944886,1372.0
9212,3301,2019,9,2019-09-01,Concord,NH,Concord,Merrimack County,2019-09,1356.538758238638,1397.9999999999998
9213,3301,2019,10,2019-10-01,Concord,NH,Concord,Merrimack County,2019-10,1360.6852827796486,1418.0000000000002
9214,3301,2019,11,2019-11-01,Concord,NH,Concord,Merrimack County,2019-11,1365.1129324267604,1390.0
9215,3301,2019,12,2019-12-01,Concord,NH,Concord,Merrimack County,2019-12,1370.3002329615024,1357.0
9276,3820,2019,1,2019-01-01,Dover,NH,Boston-Cambridge-Newton,Strafford County,2019-01,1395.2023573893352,1361.0
9277,3820,2019,2,2019-02-01,Dover,NH,Boston-Cambridge-Newton,Strafford County,2019-02,1403.8087203753366,1359.0
9278,3820,2019,3,2019-03-01,Dover,NH,Boston-Cambridge-Newton,Strafford County,2019-03,1409.3602202059303,1373.0
9279,3820,2019,4,2019-04-01,Dover,NH,Boston-Cambridge-Newton,Strafford County,2019-04,1415.9100058476185,1390.0
9280,3820,2019,5,2019-05-01,Dover,NH,Boston-Cambridge-Newton,Strafford County,2019-05,1423.724485963335,1419.0
9281,3820,2019,6,2019-06-01,Dover,NH,Boston-Cambridge-Newton,Strafford County,2019-06,1434.0109063204402,1441.0
9282,3820,2019,7,2019-07-01,Dover,NH,Boston-Cambridge-Newton,Strafford County,2019-07,1444.7140093489925,1480.75
9283,3820,2019,8,2019-08-01,Dover,NH,Boston-Cambridge-Newton,Strafford County,2019-08,1454.7209695410618,1520.5
9284,3820,2019,9,2019-09-01,Dover,NH,Boston-Cambridge-Newton,Strafford County,2019-09,1463.1668606499034,1560.25
9285,3820,2019,10,2019-10-01,Dover,NH,Boston-Cambridge-Newton,Strafford County,2019-10,1470.2307196587597,1600.0
9286,3820,2019,11,2019-11-01,Dover,NH,Boston-Cambridge-Newton,Strafford County,2019-11,1472.5763733700635,1575.0
9287,3820,2019,12,2019-12-01,Dover,NH,Boston-Cambridge-Newton,Strafford County,2019-12,1474.1160299699882,1535.5
