,zip,year,month,datetime,City,State,Metro,CountyName,year-month,zri_predict,zri_actual,residual
6110,2215,2019,3,2019-03-01,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2019-03,2434.2860829429646,2570.0,-135.71391705703536
6111,2215,2019,4,2019-04-01,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2019-04,2436.29078574969,2582.0,-145.7092142503102
6112,2215,2019,5,2019-05-01,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2019-05,2462.09491839082,2586.0,-123.90508160917989
6113,2215,2019,6,2019-06-01,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2019-06,2459.7919657701036,2587.0,-127.20803422989638
6114,2215,2019,7,2019-07-01,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2019-07,2436.620436945073,2573.0,-136.37956305492708
6115,2215,2019,8,2019-08-01,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2019-08,2377.359485665277,2567.0,-189.64051433472287
6116,2215,2019,9,2019-09-01,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2019-09,2428.7863145888723,2559.0,-130.2136854111277
6117,2215,2019,10,2019-10-01,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2019-10,2360.509740237023,2539.0,-178.49025976297708
6118,2215,2019,11,2019-11-01,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2019-11,2411.6285064149424,2539.0,-127.37149358505758
6119,2215,2019,12,2019-12-01,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2019-12,2406.3735786200486,2575.0,-168.62642137995135
6180,2301,2019,1,2019-01-01,Brockton,MA,Boston-Cambridge-Newton,Plymouth County,2019-01,1662.939191569221,1655.0,7.939191569221066
6181,2301,2019,2,2019-02-01,Brockton,MA,Boston-Cambridge-Newton,Plymouth County,2019-02,1658.7292711018924,1654.0,4.7292711018924365
6182,2301,2019,3,2019-03-01,Brockton,MA,Boston-Cambridge-Newton,Plymouth County,2019-03,1693.5780988557922,1665.0,28.578098855792177
6183,2301,2019,4,2019-04-01,Brockton,MA,Boston-Cambridge-Newton,Plymouth County,2019-04,1686.0883795822347,1680.0,6.088379582234666
6184,2301,2019,5,2019-05-01,Brockton,MA,Boston-Cambridge-Newton,Plymouth County,2019-05,1710.6195485881076,1692.0,18.61954858810759
6185,2301,2019,6,2019-06-01,Brockton,MA,Boston-Cambridge-Newton,Plymouth County,2019-06,1713.5951483134934,1698.0,15.595148313493382
6186,2301,2019,7,2019-07-01,Brockton,MA,Boston-Cambridge-Newton,Plymouth County,2019-07,1683.3243055367811,1694.0,-10.67569446321886
6187,2301,2019,8,2019-08-01,Brockton,MA,Boston-Cambridge-Newton,Plymouth County,2019-08,1627.7701229524027,1678.0,-50.229877047597256
6188,2301,2019,9,2019-09-01,Brockton,MA,Boston-Cambridge-Newton,Plymouth County,2019-09,1663.3532522903404,1681.0,-17.64674770965962
6189,2301,2019,10,2019-10-01,Brockton,MA,Boston-Cambridge-Newton,Plymouth County,2019-10,1577.58458651101,1704.0,-126.41541348899
6190,2301,2019,11,2019-11-01,Brockton,MA,Boston-Cambridge-Newton,Plymouth County,2019-11,1655.9413972927039,1741.0,-85.05860270729613
6191,2301,2019,12,2019-12-01,Brockton,MA,Boston-Cambridge-Newton,Plymouth County,2019-12,1661.097162263962,1778.0,-116.90283773603801
6252,2302,2019,1,2019-01-01,Brockton,MA,Boston-Cambridge-Newton,Plymouth County,2019-01,1694.3164248707096,1701.0,-6.683575129290375
6253,2302,2019,2,2019-02-01,Brockton,MA,Boston-Cambridge-Newton,Plymouth County,2019-02,1672.0334281714424,1696.0,-23.966571828557562
6254,2302,2019,3,2019-03-01,Brockton,MA,Boston-Cambridge-Newton,Plymouth County,2019-03,1659.2072153571792,1703.0,-43.792784642820834
6255,2302,2019,4,2019-04-01,Brockton,MA,Boston-Cambridge-Newton,Plymouth County,2019-04,1682.5314423098412,1715.0,-32.46855769015883
6256,2302,2019,5,2019-05-01,Brockton,MA,Boston-Cambridge-Newton,Plymouth County,2019-05,1684.5531785915261,1725.0,-40.44682140847385
6257,2302,2019,6,2019-06-01,Brockton,MA,Boston-Cambridge-Newton,Plymouth County,2019-06,1672.3047377584194,1734.0,-61.69526224158062
6258,2302,2019,7,2019-07-01,Brockton,MA,Boston-Cambridge-Newton,Plymouth County,2019-07,1650.298599012421,1740.0,-89.70140098757906
6259,2302,2019,8,2019-08-01,Brockton,MA,Boston-Cambridge-Newton,Plymouth County,2019-08,1587.8150958718531,1741.0,-153.18490412814685
6260,2302,2019,9,2019-09-01,Brockton,MA,Boston-Cambridge-Newton,Plymouth County,2019-09,1642.2457175398988,1742.0,-99.7542824601012
6261,2302,2019,10,2019-10-01,Brockton,MA,Boston-Cambridge-Newton,Plymouth County,2019-10,1566.8404323568645,1769.0,-202.15956764313546
6262,2302,2019,11,2019-11-01,Brockton,MA,Boston-Cambridge-Newton,Plymouth County,2019-11,1623.83473862545,1804.0,-180.16526137455003
6263,2302,2019,12,2019-12-01,Brockton,MA,Boston-Cambridge-Newton,Plymouth County,2019-12,1655.198982417554,1819.0,-163.8010175824461
6324,2360,2019,1,2019-01-01,Plymouth,MA,Boston-Cambridge-Newton,Plymouth County,2019-01,1772.1707757535917,1769.0,3.17077575359167
6325,2360,2019,2,2019-02-01,Plymouth,MA,Boston-Cambridge-Newton,Plymouth County,2019-02,1732.1875279416467,1770.0,-37.81247205835325
6326,2360,2019,3,2019-03-01,Plymouth,MA,Boston-Cambridge-Newton,Plymouth County,2019-03,1734.4853908032135,1780.0,-45.51460919678652
6327,2360,2019,4,2019-04-01,Plymouth,MA,Boston-Cambridge-Newton,Plymouth County,2019-04,1744.7626634413864,1788.0,-43.237336558613606
6328,2360,2019,5,2019-05-01,Plymouth,MA,Boston-Cambridge-Newton,Plymouth County,2019-05,1769.7985241674141,1799.0,-29.201475832585857
6329,2360,2019,6,2019-06-01,Plymouth,MA,Boston-Cambridge-Newton,Plymouth County,2019-06,1793.0550902923865,1826.0,-32.94490970761353
6330,2360,2019,7,2019-07-01,Plymouth,MA,Boston-Cambridge-Newton,Plymouth County,2019-07,1783.8596790558047,1853.0,-69.14032094419531
6331,2360,2019,8,2019-08-01,Plymouth,MA,Boston-Cambridge-Newton,Plymouth County,2019-08,1697.3894569537374,1885.0,-187.6105430462626
6332,2360,2019,9,2019-09-01,Plymouth,MA,Boston-Cambridge-Newton,Plymouth County,2019-09,1766.3291167056987,1911.0,-144.67088329430135
6333,2360,2019,10,2019-10-01,Plymouth,MA,Boston-Cambridge-Newton,Plymouth County,2019-10,1650.9206605219943,1911.0,-260.07933947800575
6334,2360,2019,11,2019-11-01,Plymouth,MA,Boston-Cambridge-Newton,Plymouth County,2019-11,1718.9698775570328,1948.0,-229.03012244296724
6335,2360,2019,12,2019-12-01,Plymouth,MA,Boston-Cambridge-Newton,Plymouth County,2019-12,1734.6352316895725,1935.0,-200.3647683104275
6396,2445,2019,1,2019-01-01,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2019-01,2861.6564383373075,2790.0,71.65643833730746
6397,2445,2019,2,2019-02-01,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2019-02,2837.1099039933465,2721.0,116.1099039933465
6398,2445,2019,3,2019-03-01,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2019-03,2860.7008895926197,2759.0,101.70088959261966
6399,2445,2019,4,2019-04-01,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2019-04,2877.1760180593888,2800.0,77.17601805938875
6400,2445,2019,5,2019-05-01,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2019-05,2879.818210012735,2835.0,44.81821001273511
6401,2445,2019,6,2019-06-01,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2019-06,2883.7006471845316,2855.0,28.70064718453159
6402,2445,2019,7,2019-07-01,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2019-07,2867.147886788244,2869.0,-1.8521132117562047
6403,2445,2019,8,2019-08-01,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2019-08,2827.37392605316,2873.0,-45.626073946839824
6404,2445,2019,9,2019-09-01,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2019-09,2863.9856150341175,2865.0,-1.0143849658825275
6405,2445,2019,10,2019-10-01,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2019-10,2821.8858173529375,2803.0,18.885817352937465
6406,2445,2019,11,2019-11-01,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2019-11,2858.286042531815,2742.0,116.28604253181493
6407,2445,2019,12,2019-12-01,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2019-12,2853.6394070566475,2709.0,144.63940705664754
6468,2446,2019,1,2019-01-01,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2019-01,2873.0294687001156,2913.0,-39.97053129988444
6469,2446,2019,2,2019-02-01,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2019-02,2856.7401329471163,2946.0,-89.25986705288369
6470,2446,2019,3,2019-03-01,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2019-03,2874.5175636565777,2973.0,-98.48243634342225
6471,2446,2019,4,2019-04-01,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2019-04,2887.3231159674506,2988.0,-100.67688403254942
6472,2446,2019,5,2019-05-01,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2019-05,2899.245174445333,3000.0,-100.75482555466715
6473,2446,2019,6,2019-06-01,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2019-06,2906.5934474738337,2997.0,-90.40655252616625
6474,2446,2019,7,2019-07-01,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2019-07,2879.3098443880067,2998.0,-118.6901556119933
6475,2446,2019,8,2019-08-01,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2019-08,2843.208920721511,3020.0,-176.79107927848918
6476,2446,2019,9,2019-09-01,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2019-09,2901.2901310437196,3029.0,-127.70986895628039
6477,2446,2019,10,2019-10-01,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2019-10,2856.771293928679,2977.0,-120.22870607132108
6478,2446,2019,11,2019-11-01,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2019-11,2874.6936751648677,2974.0,-99.30632483513227
6479,2446,2019,12,2019-12-01,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,2019-12,2870.335421212628,2979.0,-108.66457878737219
6540,2451,2019,1,2019-01-01,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,2454.5936751284917,2379.5,75.09367512849167
6541,2451,2019,2,2019-02-01,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,2445.559222926751,2325.0,120.55922292675086
6542,2451,2019,3,2019-03-01,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2482.8609706207517,2336.0,146.8609706207517
6543,2451,2019,4,2019-04-01,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2481.760019381464,2367.0,114.76001938146419
6544,2451,2019,5,2019-05-01,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2488.623414215915,2418.0,70.62341421591509
6545,2451,2019,6,2019-06-01,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2489.668029065454,2475.0,14.668029065453993
6546,2451,2019,7,2019-07-01,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2482.2512042335397,2524.0,-41.74879576646026
6547,2451,2019,8,2019-08-01,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2466.8197854575074,2564.0,-97.18021454249265
6548,2451,2019,9,2019-09-01,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2490.939591715927,2583.0,-92.06040828407322
6549,2451,2019,10,2019-10-01,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2453.932062536868,2549.0,-95.06793746313178
6550,2451,2019,11,2019-11-01,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2482.7315798143854,2505.0,-22.26842018561456
6551,2451,2019,12,2019-12-01,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2484.818597638005,2433.0,51.81859763800503
6612,2453,2019,1,2019-01-01,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,2419.2207038697284,2372.5,46.72070386972837
6613,2453,2019,2,2019-02-01,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,2417.9699987709155,2327.0,90.96999877091548
6614,2453,2019,3,2019-03-01,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2422.7071313660263,2346.0,76.70713136602626
6615,2453,2019,4,2019-04-01,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2420.66626830789,2391.0,29.666268307889823
6616,2453,2019,5,2019-05-01,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2415.1233069803507,2452.0,-36.87669301964934
6617,2453,2019,6,2019-06-01,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2415.6099212062054,2507.0,-91.3900787937946
6618,2453,2019,7,2019-07-01,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2406.129542220756,2540.0,-133.87045777924413
6619,2453,2019,8,2019-08-01,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2386.763871693158,2564.0,-177.23612830684215
6620,2453,2019,9,2019-09-01,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2414.501655136948,2575.0,-160.4983448630519
6621,2453,2019,10,2019-10-01,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2387.4228882679304,2553.0,-165.57711173206962
6622,2453,2019,11,2019-11-01,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2416.528945760435,2516.0,-99.47105423956509
6623,2453,2019,12,2019-12-01,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2404.916802741144,2448.0,-43.08319725885622
6684,2458,2019,1,2019-01-01,Newton,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,2556.605703578472,2489.0,67.605703578472
6685,2458,2019,2,2019-02-01,Newton,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,2546.6713131813403,2476.0,70.67131318134034
6686,2458,2019,3,2019-03-01,Newton,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2564.063174410744,2488.0,76.06317441074407
6687,2458,2019,4,2019-04-01,Newton,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2565.5424667869,2523.0,42.54246678690015
6688,2458,2019,5,2019-05-01,Newton,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2566.3633766331295,2571.0,-4.636623366870481
6689,2458,2019,6,2019-06-01,Newton,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2570.7591121382216,2621.0,-50.24088786177845
6690,2458,2019,7,2019-07-01,Newton,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2556.859925395312,2669.0,-112.14007460468792
6691,2458,2019,8,2019-08-01,Newton,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2541.2526104264293,2707.0,-165.74738957357067
6692,2458,2019,9,2019-09-01,Newton,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2560.2040024581993,2729.0,-168.79599754180072
6693,2458,2019,10,2019-10-01,Newton,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2528.925517402659,2701.0,-172.0744825973411
6694,2458,2019,11,2019-11-01,Newton,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2564.6348151775205,2667.0,-102.36518482247948
6695,2458,2019,12,2019-12-01,Newton,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2562.0511235717327,2603.0,-40.94887642826734
6756,2460,2019,1,2019-01-01,Newton,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,2661.539373383342,2549.0,112.53937338334208
6757,2460,2019,2,2019-02-01,Newton,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,2661.5506442049928,2539.0,122.55064420499275
6758,2460,2019,3,2019-03-01,Newton,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2686.717503005342,2554.0,132.71750300534222
6759,2460,2019,4,2019-04-01,Newton,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2686.6756570824055,2592.0,94.67565708240545
6760,2460,2019,5,2019-05-01,Newton,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2675.7367251588125,2655.0,20.736725158812533
6761,2460,2019,6,2019-06-01,Newton,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2659.0723823678222,2727.0,-67.92761763217777
6762,2460,2019,7,2019-07-01,Newton,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2638.659898527495,2787.0,-148.340101472505
6763,2460,2019,8,2019-08-01,Newton,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2616.6556376112676,2829.0,-212.3443623887324
6764,2460,2019,9,2019-09-01,Newton,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2641.8912404301946,2850.0,-208.10875956980544
6765,2460,2019,10,2019-10-01,Newton,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2609.2884603765538,2820.0,-210.71153962344624
6766,2460,2019,11,2019-11-01,Newton,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2642.2123322836333,2828.0,-185.78766771636674
6767,2460,2019,12,2019-12-01,Newton,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2662.664370579611,2773.0,-110.33562942038907
6828,2472,2019,1,2019-01-01,Watertown,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,2413.468261519284,2351.0,62.46826151928417
6829,2472,2019,2,2019-02-01,Watertown,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,2410.4957069486873,2345.0,65.49570694868726
6830,2472,2019,3,2019-03-01,Watertown,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2433.810324766208,2362.0,71.81032476620794
6831,2472,2019,4,2019-04-01,Watertown,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2441.7059608197505,2397.0,44.705960819750544
6832,2472,2019,5,2019-05-01,Watertown,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2441.70990572054,2450.0,-8.290094279459936
6833,2472,2019,6,2019-06-01,Watertown,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2449.820345489605,2506.0,-56.17965451039481
6834,2472,2019,7,2019-07-01,Watertown,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2432.7466159713304,2553.0,-120.25338402866964
6835,2472,2019,8,2019-08-01,Watertown,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2409.4053010100934,2585.0,-175.59469898990665
6836,2472,2019,9,2019-09-01,Watertown,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2446.6120913844597,2602.0,-155.38790861554025
6837,2472,2019,10,2019-10-01,Watertown,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2394.5243064725123,2549.0,-154.4756935274877
6838,2472,2019,11,2019-11-01,Watertown,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2426.6232901356598,2522.0,-95.37670986434023
6839,2472,2019,12,2019-12-01,Watertown,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2429.0432160413566,2454.0,-24.956783958643427
6900,2474,2019,1,2019-01-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,2430.8717047507043,2339.0,91.87170475070434
6901,2474,2019,2,2019-02-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,2424.4769078788513,2348.0,76.4769078788513
6902,2474,2019,3,2019-03-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2431.0254760482126,2369.0,62.02547604821257
6903,2474,2019,4,2019-04-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2439.625850989444,2400.0,39.62585098944419
6904,2474,2019,5,2019-05-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2464.7481609297884,2443.0,21.748160929788355
6905,2474,2019,6,2019-06-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2468.3468475231707,2496.0,-27.65315247682929
6906,2474,2019,7,2019-07-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2466.534129155199,2553.0,-86.46587084480097
6907,2474,2019,8,2019-08-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2423.4292579957378,2585.0,-161.57074200426223
6908,2474,2019,9,2019-09-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2476.653006915276,2592.0,-115.34699308472409
6909,2474,2019,10,2019-10-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2433.9895611334596,2540.0,-106.01043886654043
6910,2474,2019,11,2019-11-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2467.717955033342,2488.0,-20.28204496665785
6911,2474,2019,12,2019-12-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2459.287698031942,2469.0,-9.712301968058
6972,2476,2019,1,2019-01-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,2313.8405704675956,2282.0,31.840570467595626
6973,2476,2019,2,2019-02-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,2303.8026243525237,2291.0,12.802624352523708
6974,2476,2019,3,2019-03-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2324.8185230958316,2300.0,24.81852309583155
6975,2476,2019,4,2019-04-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2333.91556470244,2330.0,3.9155647024399514
6976,2476,2019,5,2019-05-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2335.954872117213,2366.0,-30.0451278827868
6977,2476,2019,6,2019-06-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2333.666889848495,2407.0,-73.33311015150502
6978,2476,2019,7,2019-07-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2330.0658289193425,2442.0,-111.9341710806575
6979,2476,2019,8,2019-08-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2301.2777658903265,2460.0,-158.72223410967354
6980,2476,2019,9,2019-09-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2320.445006609855,2461.0,-140.55499339014477
6981,2476,2019,10,2019-10-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2275.3552308070466,2395.5,-120.14476919295339
